asin	price_mean	price_max	price_min	bsr_mean	bsr_max	bsr_min	bsr_count	score_mean	score_max	score_min	title	time_since_upload	upload_date	product_features	url
B089RC465P	17.99	17.99	17.99	0.0	0	0	9	0.0	0.0	0.0	WUMMS Konjunkturpaket Geschenk T-Shirt	13	2020-06-05	['Das Wumms Konjunkturpaket Geschenk gehört sich perfekt für Konjunkturprogramm Anhänger als lustiger Spruch.', 'Mit dem Wumms hat man ein super Konjunkturpaket als Geschenk zum Geburtstag. Einfach eine tolle Geschenkidee für den Freund, beste Freundin, Mann, Bruder oder Kollege. Einfach ein tolles Konjunkturpaket', 'Unifarben: 100% Baumwolle; Grau meliert: 90% Baumwolle, 10% Polyester; Alle anderen melierten Farben: 50% Baumwolle, 50% Polyester', 'Pflegehinweis: Maschinenwäsche kalt mit ähnlichen Farben, trocknergeeignet bei niedrigen Temperaturen', 'Klassisch geschnitten, doppelt genähter Saum.']	https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B089RC465P.jpg
B089N42VK2	18.43	18.43	18.43	0.0	0	0	9	0.0	0.0	0.0	Drohnen Community Deutschland T-Shirt	15	2020-06-03	['Tolles Design für Drohnenfans von Fimi um ihr Hobby zu zeigen.', 'Ein muss für Drohnenpiloten.', 'Unifarben: 100% Baumwolle; Grau meliert: 90% Baumwolle, 10% Polyester; Alle anderen melierten Farben: 50% Baumwolle, 50% Polyester', 'Pflegehinweis: Maschinenwäsche kalt mit ähnlichen Farben, trocknergeeignet bei niedrigen Temperaturen', 'Klassisch geschnitten, doppelt genähter Saum.']	https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B089N42VK2.jpg
B0861L6TBK	18.95	18.95	18.95	0.0	0	0	11	0.0	0.0	0.0	Nilpferd Lustiges Wortspiel Hippos Hypothetisch Tee T-Shirt	93	2020-03-17	['Du magst witzige Wortspiele, Nilpferde und Tee? Dann ist dieses witzige Hypothetisch Design perfekt. Es ist ein Flusspferd zu sehen, welches genüsslich Tee trinkt. Außerdem ist das Wortspiel Hippo Tee Tisch zu sehen.', 'Das lustige Nilpferd Design ist ein tolles Geschenk für alle, die Wortspiele lieben. Für alle Teetrinker, Philosophen und Liebhaber von Hippos. Tragt das coole Design, wenn ihr wieder eine hypothetisch Annahme trefft.', 'Unifarben: 100% Baumwolle; Grau meliert: 90% Baumwolle, 10% Polyester; Alle anderen melierten Farben: 50% Baumwolle, 50% Polyester', 'Pflegehinweis: Maschinenwäsche kalt mit ähnlichen Farben, trocknergeeignet bei niedrigen Temperaturen', 'Klassisch geschnitten, doppelt genähter Saum.']	https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B0861L6TBK.jpg
B085YM51H8	18.99	18.99	18.99	0.0	0	0	13	0.0	0.0	0.0	Hamsterkäufe Hamsterkauf Offizieller Toilettenpapier Dealer T-Shirt	94	2020-03-16	['Anti Hamsterkäufe Shirt Ich suche Klopapier, Toilettenpapier. Gegen die Panikmache und die Menschenaufläufe bei dem Hamsterkauf von Toilettenpapier und Nudeln.', 'Die Supermarktregale sind leer, zeige mit diesem Parodie Outfit das man sich darüner nur lustig machen kann. Geschenkidee als Parodie für einen Hamsterkäufer als Geschenk.', 'Unifarben: 100% Baumwolle; Grau meliert: 90% Baumwolle, 10% Polyester; Alle anderen melierten Farben: 50% Baumwolle, 50% Polyester', 'Pflegehinweis: Maschinenwäsche kalt mit ähnlichen Farben, trocknergeeignet bei niedrigen Temperaturen', 'Klassisch geschnitten, doppelt genähter Saum.']	https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B085YM51H8.jpg
B085V5SBD9	19.99	19.99	19.99	0.0	0	0	8	0.0	0.0	0.0	Fahrlehrer Betonung rettet Leben Spruch Geschenk T-Shirt	98	2020-03-12	['Lustiges Fahrschullehrer Design für Ausbilder der Führerschein Prüfung und Theorie, die im Beruf Fahranfänger im Unterricht zu Autofahrer ausbilden. Geschenkidee für Männer und Frauen zum Geburtstag, Weihnachten, Vatertag und Muttertag.', 'Fahrschul Design für deinen Job als Lehrer im Fahrzeug und im Straßenverkehr. Sei lustig und unterhalte deine Fahrschüler während der Fahrstunde. Schönes Zubehör für die, die gerne Auto fahren, statt mit Fahrrädern unterwegs sind.', 'Unifarben: 100% Baumwolle; Grau meliert: 90% Baumwolle, 10% Polyester; Alle anderen melierten Farben: 50% Baumwolle, 50% Polyester', 'Pflegehinweis: Maschinenwäsche kalt mit ähnlichen Farben, trocknergeeignet bei niedrigen Temperaturen', 'Klassisch geschnitten, doppelt genähter Saum.']	https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B085V5SBD9.jpg
B085Z1CS19	19.99	19.99	19.99	0.0	0	0	11	0.0	0.0	0.0	Metalldetektor - Sweep Beep Dig Repeat Geschenk T-Shirt	94	2020-03-16	['Lustiges Metalldetektor Design für alle, die gerne Schätze suchen, sondeln gehen, Münzen, Gold und Schmuck jagen und den Boden nach Metallgegenständen abscannen. Geschenkidee für Männer, Frauen und Kinder zum Geburtstag, Weihnachten, Vatertag und Muttertag', 'Sondengänger Design für deine Hobby Schatzsuche mit Metall Detektor am Strand auf dem Acker, im Wald oder im Garten. Großartiges Metallsucher Outfit, wenn du mit Metallsonde, Spaten und Ausrüstung auf der Suche bist. Schönes Metalldetektor Zubehör.', 'Unifarben: 100% Baumwolle; Grau meliert: 90% Baumwolle, 10% Polyester; Alle anderen melierten Farben: 50% Baumwolle, 50% Polyester', 'Pflegehinweis: Maschinenwäsche kalt mit ähnlichen Farben, trocknergeeignet bei niedrigen Temperaturen', 'Klassisch geschnitten, doppelt genähter Saum.']	https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B085Z1CS19.jpg
B089MNRNQX	17.99	17.99	17.99	0.0	0	0	1	0.0	0.0	0.0	DIE VERLIERER DER MASKENPFLICHT T-Shirt	15	2020-06-03	['In Pandemie Zeiten gilt Maskenpflicht. Daher sind extrem attraktive Menschen, so wie du, die großen Verlierer dieser Maskenpflicht.', 'Mund Nasenschutz ist in und hier gibt es ein lustiges Sprüche Design zu diesem Thema.', 'Unifarben: 100% Baumwolle; Grau meliert: 90% Baumwolle, 10% Polyester; Alle anderen melierten Farben: 50% Baumwolle, 50% Polyester', 'Pflegehinweis: Maschinenwäsche kalt mit ähnlichen Farben, trocknergeeignet bei niedrigen Temperaturen', 'Klassisch geschnitten, doppelt genähter Saum.']	https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B089MNRNQX.jpg
B089MV48SV	17.99	17.99	17.99	0.0	0	0	3	0.0	0.0	0.0	90er Jahre Dame Karte Geschenk - Partnerlook T-Shirt	15	2020-06-03	['Lustiges 90er Retro Design für die, die ihre Kindheit in den 80er und 90er verbracht haben. Geschenkidee für Männer, Frauen und Kinder zum Geburtstag, Weihnachten, Vatertag und Muttertag. Spielkarte - Kartenspiel Design.', 'Old school 90s Design für die 1990 Nostalgie, Party, Mottoparty Partnerlook als King und Queen of hearts. Lustig als vintage Kostüm. Witzig in der Disco zu Musik auf Kassette tanzen und mit dem Partner König und Königin der Neunziger sein.', 'Unifarben: 100% Baumwolle; Grau meliert: 90% Baumwolle, 10% Polyester; Alle anderen melierten Farben: 50% Baumwolle, 50% Polyester', 'Pflegehinweis: Maschinenwäsche kalt mit ähnlichen Farben, trocknergeeignet bei niedrigen Temperaturen', 'Klassisch geschnitten, doppelt genähter Saum.']	https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B089MV48SV.jpg
B086CS5HJJ	18.99	18.99	18.99	0.0	0	0	19	0.0	0.0	0.0	Vögeln sollte man Wasser geben Design für Leute mit Humor T-Shirt	85	2020-03-25	['Vögeln sollte man Wasser geben Design ist die perfekte Geschenkidee für Männer Frauen Jungen Mädchen Menschen, für den Geburtstag oder zu Weihnachten! Tragen Sie dieses Großartige vögeln, vögel, wasser, lustiger spruch Design auf den Straßen.', 'Vögeln sollte man Wasser geben Design perfekt für alle Leute mit Humor die sich von der Masse abheben wollen mit diesem Neuartigen sexspielzeug, sexpuppe, zweideutig, lustiges geschenk, witziges geschenk Design.', 'Unifarben: 100% Baumwolle; Grau meliert: 90% Baumwolle, 10% Polyester; Alle anderen melierten Farben: 50% Baumwolle, 50% Polyester', 'Pflegehinweis: Maschinenwäsche kalt mit ähnlichen Farben, trocknergeeignet bei niedrigen Temperaturen', 'Klassisch geschnitten, doppelt genähter Saum.']	https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B086CS5HJJ.jpg
B089LKS61F	17.99	17.99	17.99	0.0	0	0	9	0.0	0.0	0.0	Herren Matthias Design das L steht für Gefahr witziges Outfit T-Shirt	16	2020-06-02	['Cooles und ironisches Matthias Design das L steht für Gefahr.', 'Witziges Design für alle die Matthias heißen. Perfekt auch als Geschenk für Deinen Matthias.', 'Unifarben: 100% Baumwolle; Grau meliert: 90% Baumwolle, 10% Polyester; Alle anderen melierten Farben: 50% Baumwolle, 50% Polyester', 'Pflegehinweis: Maschinenwäsche kalt mit ähnlichen Farben, trocknergeeignet bei niedrigen Temperaturen', 'Klassisch geschnitten, doppelt genähter Saum.']	https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B089LKS61F.jpg
B089LCL12X	18.21222222222222	19.99	17.99	0.0	0	0	9	0.0	0.0	0.0	Ich bin nicht faul Ich habe Geduld Faultier T-Shirt	16	2020-06-02	"['Für Faultier Fans genau der richtige lustige Spruch mit einem Faultier. Ich bin nicht faul! Ich habe Geduld! Einfach weiter nichts tun und den Tag genießen. Ob im Büro, bei der Arbeit oder in der Schule. Der frühe Vogel kann dich mal?', 'Perfektes Geschenk für alle Morgenmuffel und Faultiere, die nicht gerne früh aufstehen wollen. Das Motiv ist ein Ast, an dem ein süßes Faultier hängt mit dem lustigen Spruch ""Ich bin nicht faul Ich habe Geduld"". Faultiere mögen diesen Spruch.', 'Unifarben: 100% Baumwolle; Grau meliert: 90% Baumwolle, 10% Polyester; Alle anderen melierten Farben: 50% Baumwolle, 50% Polyester', 'Pflegehinweis: Maschinenwäsche kalt mit ähnlichen Farben, trocknergeeignet bei niedrigen Temperaturen', 'Klassisch geschnitten, doppelt genähter Saum.']"	https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B089LCL12X.jpg
B08699QYDS	17.99	17.99	17.99	0.0	0	0	9	0.0	0.0	0.0	Hausmeister regelt das Spruch Geschenk T-Shirt	87	2020-03-23	['Lustiges Hausmeister Design für jeden Hausverwalter, Hausbetreuer, Hauswart, Handwerker, Haustechniker, Heimwerker, Gebäude Meister und Hausmeisterin. Geschenkidee für Männer und Frauen zum Geburtstag, Weihnachten, Vatertag und Muttertag.', 'Facility Manager Beruf Design als Geschenk für alle, die Berufung in der Reparatur und Wartung im Haus finden, bei der Arbeit mit Werkzeug reparieren. Lustig für Kollegen im Job oder Ausbildung, die im Handwerk und Service arbeiten.', 'Unifarben: 100% Baumwolle; Grau meliert: 90% Baumwolle, 10% Polyester; Alle anderen melierten Farben: 50% Baumwolle, 50% Polyester', 'Pflegehinweis: Maschinenwäsche kalt mit ähnlichen Farben, trocknergeeignet bei niedrigen Temperaturen', 'Klassisch geschnitten, doppelt genähter Saum.']	https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B08699QYDS.jpg
B089LGCHT2	19.99	19.99	19.99	0.0	0	0	1	0.0	0.0	0.0	Magic: The Gathering Card Packs Logo T-Shirt	16	2020-06-02	['Officially Licensed Magic: The Gathering Apparel', '20WCMG00026A-001', 'Unifarben: 100% Baumwolle; Grau meliert: 90% Baumwolle, 10% Polyester; Alle anderen melierten Farben: 50% Baumwolle, 50% Polyester', 'Pflegehinweis: Maschinenwäsche kalt mit ähnlichen Farben, trocknergeeignet bei niedrigen Temperaturen', 'Klassisch geschnitten, doppelt genähter Saum.']	https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B089LGCHT2.jpg
B085Z1D1M9	16.99	16.99	16.99	0.0	0	0	9	0.0	0.0	0.0	Damen Frau Mami Mutti Mama Mutter 1 ja Zwillinge eins kann jeder T-Shirt	94	2020-03-16	['Lustiges Muttertagsgeschenk / Muttertagsmitbringsel / Muttertagsspruch / Muttertagsgeschenkidee für Ehefrau, Schweter, Tante oder die Frau zum Muttitag. Auch coole Idee als Mutertagstshirt, Muttertagsbekleidung, Muttertagsshirt oder Muttertagskleidung', 'Diese klasse Mamaitag / Muttertag / Mamatag / Mothersday 2020 Bekleidung ist cool als Originelles Geschenk für Junge Mütter, Bonus Mama, Mami und Mutti. Dieser Spruch ist auch cool als Geschenkidee oder Mitbringsel für Mom, Mum, Mother und Stiefmutter.', 'Unifarben: 100% Baumwolle; Grau meliert: 90% Baumwolle, 10% Polyester; Alle anderen melierten Farben: 50% Baumwolle, 50% Polyester', 'Pflegehinweis: Maschinenwäsche kalt mit ähnlichen Farben, trocknergeeignet bei niedrigen Temperaturen', 'Klassisch geschnitten, doppelt genähter Saum.']	https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B085Z1D1M9.jpg
B089PPSBTV	18.49	18.49	18.49	0.0	0	0	2	0.0	0.0	0.0	Black Lives Matter T-Shirt	14	2020-06-04	['Black Lives Matter Politische Protestkleidung Lass deine Stimme gehört werden und fordere gleiche Gerechtigkeit für alle. Schwarzes Leben-Angelegenheits-T-Shirt, Bürgerrecht-T-Shirt.', 'Klassisch geschnitten, doppelt genähter Saum.', 'Unifarben: 100% Baumwolle; Grau meliert: 90% Baumwolle, 10% Polyester; Alle anderen melierten Farben: 50% Baumwolle, 50% Polyester', 'Pflegehinweis: Maschinenwäsche kalt mit ähnlichen Farben, trocknergeeignet bei niedrigen Temperaturen']	https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B089PPSBTV.jpg
B085XGCS48	13.99	13.99	13.99	0.0	0	0	10	0.0	0.0	0.0	Kaffee More Coffee Please Lustige Sprüche Kaffeeliebhaber T-Shirt	96	2020-03-14	['Du suchst ein Kaffee More Coffee Please Lustige Sprüche Kaffeeliebhaber Motiv? Dann ist dass das richtige für dich. Dieses lustige Kaffee Motiv ist ein witziges Geschenk für alle, die nicht ohne Kaffee leben können.', 'Für alle, die ihren Morgenkaffee brauchen.Super Geburtstagsgeschenk', 'Unifarben: 100% Baumwolle; Grau meliert: 90% Baumwolle, 10% Polyester; Alle anderen melierten Farben: 50% Baumwolle, 50% Polyester', 'Pflegehinweis: Maschinenwäsche kalt mit ähnlichen Farben, trocknergeeignet bei niedrigen Temperaturen', 'Klassisch geschnitten, doppelt genähter Saum.']	https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B085XGCS48.jpg
B086BMQ9SK	14.95	14.95	14.95	0.0	0	0	16	0.0	0.0	0.0	Herren Lustiges Papa macht so Papasachen Jäger Grillen Bier T-Shirt	86	2020-03-24	['Das perfekte Motiv für alle Väter und Papas deren Hobbies zwischen Familie und Haushalt zu kurz kommen. Papa macht so Papasachen ist ein lustiger Spruch zum Vatertag, Festival, Männertour oder als Geschenk für Zwischendurch. Für Jagd, Grillfest, Bierfans', 'Vatertag Papatag Geschenkidee Papasachen Jäger Jagd Grillen BBQ Bier Biertrinken Saufen Party Spaß Ironie Urlaub Malle Mallorca Ibiza Oktoberfest Bierfest Festival Konzert Treibjagd Hobbies Hobby Männersachen echte Männer Klischee Stereotypen', 'Unifarben: 100% Baumwolle; Grau meliert: 90% Baumwolle, 10% Polyester; Alle anderen melierten Farben: 50% Baumwolle, 50% Polyester', 'Pflegehinweis: Maschinenwäsche kalt mit ähnlichen Farben, trocknergeeignet bei niedrigen Temperaturen', 'Klassisch geschnitten, doppelt genähter Saum.']	https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B086BMQ9SK.jpg
B086CNG1KD	14.95	14.95	14.95	0.0	0	0	11	0.0	0.0	0.0	Witziges Wal Wassermelone Grafik Meerestiere Geschenkidee T-Shirt	85	2020-03-25	['Schöne Wal Wassermelone Grafik für alle Tierfreunde als Geschenkidee. Das sommerliche Früchte Motiv ist perfekt für die Sommerparty, den Urlaub, die Strand Party oder einfach als stylisches Frühlingsoutfit. Ideal als Geschenk für Mama, Oma, Tante.', 'Sommerparty Beachparty Urlaub Party Malle Mallorca Wal Meerestiere Meeressäuger Fisch Angler Angeln Geschenkidee Grafik Wassermelone Watermelon Sommerfrüchte lustig Damen Kinder Biologie Obst Mama Papa Oma Tante Schwester Tochter Geburtstag Weihnachten', 'Unifarben: 100% Baumwolle; Grau meliert: 90% Baumwolle, 10% Polyester; Alle anderen melierten Farben: 50% Baumwolle, 50% Polyester', 'Pflegehinweis: Maschinenwäsche kalt mit ähnlichen Farben, trocknergeeignet bei niedrigen Temperaturen', 'Klassisch geschnitten, doppelt genähter Saum.']	https://storage.cloud.google.com/5c0ae2727a254b608a4ee55a15a05fb7/mba-shirts/de/B086CNG1KD.jpg
